,users,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2350,2350,,,,,,,-7.312,0.7809999999999999,,,,,1.6880000000000002,,1.719,-9.469,-0.375,-8.937999999999999,2.875,,-9.5,-9.25,-6.625,-9.187999999999999,-9.25,-9.25,,-9.25,-9.437999999999999,-9.594,,-9.219,-9.125,-9.25,-9.562000000000001,-9.594,-9.375,-8.469,-9.281,-9.562000000000001,-9.437999999999999,-9.281,,-9.344,-4.156000000000001,-4.125,3.5,-9.437999999999999,5.125,-9.437999999999999,,,-9.219,-9.469,-8.687999999999999,-9.406,-9.0,-8.875,-8.844,-9.469,,-9.156,-9.281,-8.656,-9.625,-3.156,-6.875,5.218999999999999,-5.688,-8.969,-9.281,-9.406,,-8.437999999999999,-7.843999999999999,-9.5,-9.187999999999999,-9.437999999999999,-9.344,,-8.812000000000001,-9.531,-9.219,-9.344,-9.437999999999999,-9.656,-9.625,-9.437999999999999,-9.5,-9.781,-9.281,-9.406,-9.5,-8.969,-9.375,-9.156,-9.281,-3.438,-9.219,
2353,2353,,,,,,,-9.719,-9.594,,,,,-7.375,,-4.656000000000001,-9.844,6.468999999999999,1.469,-9.719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.531,,7.468999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,-5.593999999999999,-9.281,
2355,2355,,,,,,,-7.938,-8.125,,,,,-8.062000000000001,,-9.0,-9.437999999999999,9.375,-9.375,-9.562000000000001,,,-9.531,,-9.531,-8.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,2358,,,,,,,-4.688,-4.438,,,,,-5.375,,-0.344,-4.625,-3.75,2.438,-4.343999999999999,,,,,,,1.219,,-2.062,2.625,-0.8440000000000001,,,-4.062,-0.281,,,-0.094,1.531,0.469,,,,,,,,,,,,,,0.21899999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,,,,,,,,,,,2.75,,,
2359,2359,,,,,,,-3.812,0.0,,,,,5.718999999999999,,-9.219,3.906,4.125,-0.875,8.594,,,,,,,,,,,,,,,,,,,,,2.344,2.719,,,-1.094,9.937999999999999,1.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,2360,,,,,,,-7.531000000000001,-9.031,,,,,-9.094,,-9.375,-8.125,-7.625,-8.0,-8.687999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.687999999999999,-8.094,,,-8.5,-8.687999999999999,,,-8.687999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,2362,,,,,,,-1.6880000000000002,-2.906,,,,,7.375,,-6.625,3.406,7.468999999999999,-0.8440000000000001,7.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,-3.781,,,,,,,,,,,5.625,,-7.218999999999999,,,,,,4.531000000000001,,,,
2363,2363,,,,,,,-4.062,-5.031000000000001,,,,,1.875,,-4.968999999999999,-0.312,-3.406,1.719,-1.75,,,-0.5,,4.093999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.093999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2364,2364,,,,,,,0.094,0.094,,,,,0.094,,-0.125,-0.125,-0.125,-0.031,-0.5,,-0.5,-0.9690000000000001,,,,-1.5619999999999998,,-0.5,-1.3119999999999998,,,-0.21899999999999997,-0.5,-0.625,,-0.875,,,-0.625,-0.21899999999999997,-0.625,,,-0.21899999999999997,-0.21899999999999997,-0.21899999999999997,-0.5,-1.3119999999999998,,,,,,-1.062,-0.75,-1.5619999999999998,-0.75,-1.3119999999999998,-1.3119999999999998,-1.219,,-1.3119999999999998,,-1.219,-0.21899999999999997,-0.9690000000000001,-1.062,-1.062,-0.7190000000000001,,-1.062,,,-0.9690000000000001,-0.9690000000000001,,-0.6559999999999999,-0.6559999999999999,,,-0.75,-0.188,-1.062,,,,,-1.062,,,,-0.188,-0.75,,-0.21899999999999997,-0.43799999999999994,-1.25,-0.5,,
2366,2366,,,,,,,8.969,-9.781,,,,,-7.093999999999999,,-9.25,-9.312000000000001,9.875,-2.781,1.8119999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.312,,,,,,,,,,-8.531,,,,,-0.281,-4.781000000000001,,,,,,,,,-0.7190000000000001,,,,,-6.156000000000001,
2369,2369,,,,,,,1.156,4.688,,,,,9.969,,6.0,2.25,3.688,-0.562,-3.031,,,,3.438,0.125,,,,-8.594,,,,,,,,-6.218999999999999,,,,-8.125,,,,,,,,-8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.281,-7.938,0.625,,,,,-8.812000000000001,,,,,,-9.562000000000001,,,,3.031,,,,1.531,,,
2370,2370,,,,,,,-9.125,8.969,,,,,-9.5,,-9.156,-1.625,9.812000000000001,-6.438,6.968999999999999,,,,,,,,,,,4.25,,,4.688,6.562,,,6.062,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,2371,,,,,,,2.344,-1.969,,,,,3.438,,-1.188,-2.125,6.843999999999999,8.875,3.969,,3.5,,,,,,,,,,,,,,,,,,4.0,,-3.156,5.218999999999999,,2.625,4.718999999999999,6.406000000000001,,,,,,,,,-2.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.281,,,,,,,,,,,
2372,2372,,,,,,,-0.7809999999999999,-9.375,,,,,6.875,,4.343999999999999,7.938,6.531000000000001,6.375,9.75,,,,-0.688,,,,,,,,,6.031000000000001,,,,,,,,,,,,,,,,,,,,,,,,-0.688,9.406,-6.218999999999999,-4.438,-8.281,,,7.343999999999999,1.0,,,-0.688,,,,-6.125,,,-6.968999999999999,,,,,,,,,,,-7.312,,,,,,7.281000000000001,,,,,,,,,
2373,2373,,,,,,,-5.343999999999999,1.094,,,,,0.938,,0.7809999999999999,0.7809999999999999,1.219,0.9059999999999999,-0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.938,,,,1.219,,,0.594,,1.6880000000000002,,-2.562,,-0.21899999999999997,,2.25,,,,,,,,,,
2374,2374,,,,,,,-1.406,0.312,,,,,1.031,,0.281,-2.812,1.5619999999999998,4.718999999999999,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.406000000000001,-3.062,2.281,,-8.125,3.031,
2378,2378,,,,,,,-0.9059999999999999,-0.7809999999999999,,,,,6.406000000000001,,0.031,-7.0,1.5,2.812,6.843999999999999,,,,,,,4.812,,,,5.5,,,,,,,,5.781000000000001,,,,,,,,,,,,,,,,,,,,,5.718999999999999,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,2383,,,,,,,-7.062,3.375,,,,,6.781000000000001,,-1.469,5.843999999999999,5.312,1.625,8.187999999999999,,9.062000000000001,9.406,7.562,-5.812,8.312000000000001,7.875,,-8.219,9.437999999999999,9.719,,9.656,9.312000000000001,2.281,9.719,8.531,-6.781000000000001,7.156000000000001,9.531,-7.281000000000001,,,,,,,8.75,,,7.406000000000001,,,8.625,8.781,,,-6.593999999999999,,,0.0,,9.281,0.21899999999999997,-4.312,,9.031,5.343999999999999,8.562000000000001,0.281,,8.0,9.406,,-3.625,8.969,9.781,9.469,9.0,,,,,,9.375,,1.531,,6.812,4.656000000000001,,9.156,8.937999999999999,,,9.406,7.656000000000001,9.594,7.218999999999999,9.562000000000001,
2384,2384,,,,,,,3.969,0.188,,,,,6.031000000000001,,-6.156000000000001,-3.562,1.656,8.5,-5.281000000000001,,,,,,,,,,,,,0.25,,,2.562,-2.094,,,,,,,,,,,,,,-4.531000000000001,,,,,,1.188,,,,,,,,,,,,,,,,,,,,,-4.656000000000001,,-7.781000000000001,,,-3.844,,-5.688,-8.156,,,-0.25,0.875,-4.25,-5.125,,,-6.468999999999999,,,2.875,,,
2386,2386,,,,,,,2.875,-7.375,,,,,-6.718999999999999,,0.281,-7.438,-2.875,1.0,-7.312,,,,,,,,,,-6.5,,,-6.5,,,-0.531,0.938,,,,,-7.375,-2.656,,-3.219,-0.562,-4.781000000000001,,,7.218999999999999,1.5619999999999998,,,,,-6.906000000000001,-4.812,,-9.219,-6.906000000000001,,,,,-5.938,3.031,,-1.5619999999999998,,,-2.25,-7.688,-2.938,,-2.312,-5.375,,,,0.43799999999999994,,,,,,,-8.531,1.062,,1.156,,0.25,,-4.75,,-3.438,,,,,
2387,2387,,,,,,,-3.094,3.062,,,,,-3.688,,-6.312,-0.25,1.281,3.438,0.375,,,0.594,-0.062,,-5.718999999999999,,,,-0.21899999999999997,,,5.0,,0.062,-0.21899999999999997,-5.781000000000001,-0.812,-4.093999999999999,1.125,,,,,,0.094,,,2.75,4.0,1.4380000000000002,,,-4.218999999999999,2.562,,,,,,-0.5,,-3.281,-5.593999999999999,-0.21899999999999997,,-2.344,-0.25,,-4.938,-0.156,-2.25,0.062,,-1.594,-4.406000000000001,0.625,,,-3.625,,-2.125,-4.812,,-1.5619999999999998,3.25,0.094,,-0.21899999999999997,4.656000000000001,1.188,,,-1.906,-0.094,,0.156,,-2.219,0.7190000000000001,
2389,2389,,,,,,,6.281000000000001,1.656,,,,,-1.9380000000000002,,1.6880000000000002,-5.781000000000001,7.375,-9.5,-0.062,,,-0.125,9.062000000000001,3.594,8.031,4.938,,,,,,,,,7.312,,,,,,,,,,,,,,,9.094,,,9.344,,,,,,,,,8.562000000000001,,,,,,,,,,4.75,,,,,,,,,,,,,,-5.438,,,-8.094,,,,,-3.438,,,,,,
2390,2390,,,,,,,-4.375,-3.312,,,,,5.093999999999999,,-0.75,-3.125,5.906000000000001,2.281,3.312,,8.5,5.406000000000001,,8.344,7.593999999999999,-4.406000000000001,,2.844,5.312,4.656000000000001,,6.593999999999999,4.812,6.812,3.188,5.75,4.531000000000001,5.938,3.312,5.625,4.531000000000001,9.375,,6.688,,-0.188,5.531000000000001,4.875,,5.375,,,,,5.593999999999999,6.562,,,,7.531000000000001,,,6.531000000000001,4.875,8.281,,3.5,,,6.062,4.781000000000001,5.375,,6.562,,4.843999999999999,6.281000000000001,6.218999999999999,5.812,,,,-2.875,5.406000000000001,,,7.562,,4.688,,5.875,,5.343999999999999,,,7.843999999999999,7.156000000000001,-1.531,,
2391,2391,,,,,,,-3.875,-5.25,,,,,-9.687999999999999,,-9.25,2.656,3.562,5.156000000000001,9.625,,,,,,,,,,,,,,,,,,,,9.469,,9.406,1.969,,4.531000000000001,9.844,,,,,,,,,,,,,,,,,,,,,,,-7.906000000000001,,,,,,,,,,,,,,,,,,,,,2.562,,,,,,,,,,,
2392,2392,,,,,,,4.406000000000001,1.031,,,,,7.093999999999999,,0.938,2.25,-1.75,-4.312,-5.281000000000001,,3.281,,2.062,-2.688,2.781,,,-1.5,2.656,,,3.719,2.375,2.938,-4.375,2.375,-1.875,1.469,2.781,,,,,,,-6.031000000000001,-3.594,4.031000000000001,2.094,5.468999999999999,,,6.812,,-6.062,4.531000000000001,-6.156000000000001,-7.062,-5.906000000000001,8.156,,1.9380000000000002,4.156000000000001,2.562,,1.25,3.25,2.094,1.9380000000000002,7.093999999999999,2.469,3.719,,1.375,4.938,,3.844,1.5,2.688,,9.594,1.219,,1.531,2.25,,2.188,2.875,-1.125,1.6880000000000002,2.562,0.344,1.062,,4.375,,-4.343999999999999,3.438,9.656,
2394,2394,,,,,,,9.812000000000001,7.812,,,,,7.562,,8.5,8.219,8.219,7.5,7.5,,,8.906,-9.469,,,6.718999999999999,,,,1.969,,,,,,,,,-3.562,,1.969,8.812000000000001,,8.812000000000001,-8.156,7.343999999999999,,,,,,,,,,,,,,,,5.843999999999999,,,,,,,,,,,,,-8.531,,-1.281,-6.031000000000001,,,,-9.375,,-9.312000000000001,,,,,,,,5.312,,8.906,5.75,,,,,
2396,2396,,,,,,,-0.25,-6.468999999999999,,,,,-9.656,,-6.031000000000001,4.718999999999999,4.312,4.781000000000001,-9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.594,,,,,,,,-9.437999999999999,,2.656,-9.156,1.8119999999999998,4.343999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2397,2397,,,,,,,-4.125,-8.812000000000001,,,,,-8.812000000000001,,-9.25,-5.531000000000001,-0.281,-0.281,3.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.219,-7.0,,5.375,,0.938,,,,,,,,7.938,,
2398,2398,,,,,,,0.188,-5.938,,,,,-7.031000000000001,,-7.156000000000001,-10.0,-0.188,-7.938,1.906,,,,,,,,,,,,,,,,,,,,,,,,,,2.781,,,,,,,,,,,,,,,,,-2.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.906,
2400,2400,,,,,,,1.906,9.844,,,,,-3.5,,-8.969,-8.969,9.437999999999999,-8.437999999999999,6.968999999999999,,4.625,-6.718999999999999,-6.688,-4.343999999999999,-8.406,5.438,,7.125,-5.468999999999999,-8.219,,8.469,-7.468999999999999,9.344,8.5,8.469,-8.625,7.718999999999999,-4.968999999999999,-5.468999999999999,-8.594,-6.531000000000001,,-5.062,-8.156,7.531000000000001,8.625,-2.938,2.219,-6.468999999999999,,,3.062,7.031000000000001,-8.937999999999999,9.844,-8.375,-9.156,9.219,-7.0,,3.969,8.562000000000001,8.562000000000001,3.094,7.031000000000001,-5.0,-9.687999999999999,8.437999999999999,-8.406,-7.593999999999999,-0.062,,-6.031000000000001,-5.25,-6.625,0.312,6.343999999999999,-6.125,,8.594,-3.094,0.312,-3.594,-6.75,-6.531000000000001,5.125,3.062,8.469,-6.406000000000001,7.281000000000001,5.375,8.406,-6.312,-4.156000000000001,7.438,8.25,8.156,-7.156000000000001,
2401,2401,,,,,,,-9.844,-0.531,,,,,-9.812000000000001,,2.281,-9.562000000000001,-7.343999999999999,-9.562000000000001,-9.562000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.531,,,3.25,-9.437999999999999,,,-9.562000000000001,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
2402,2402,,,,,,,-8.25,-9.562000000000001,,,,,-8.281,,-8.156,-8.344,9.406,8.781,-9.062000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.656,,,-9.5,,,-9.75,-9.687999999999999,-8.562000000000001,-9.219,,,-4.281000000000001,,,,,,,,-3.75,
2403,2403,,,,,,,-3.875,-3.406,,,,,5.125,,3.188,-9.687999999999999,8.719,-9.719,7.688,,,,5.312,,,-7.468999999999999,,,,,,9.906,,,9.375,,,,,,,,,,,,,,,,,,8.594,,,-6.25,,,7.156000000000001,,,,,,,7.468999999999999,,-9.187999999999999,,,,,,,,8.531,,3.781,,,6.593999999999999,,,,,,4.093999999999999,,,9.844,,,8.531,-9.156,9.5,-2.406,,,,
2405,2405,,,,,,,-7.156000000000001,1.969,,,,,4.281000000000001,,-5.875,0.406,1.344,4.781000000000001,-6.843999999999999,,,3.562,,-7.938,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,-9.625,,,,,3.844,-5.312,,,,,,,,,,,,,3.688,,,,,,,,,,,,,,7.375,,,,,,6.25,,,
2406,2406,,,,,,,-3.656,-3.156,,,,,-1.625,,0.281,0.281,0.21899999999999997,3.312,3.344,,,,,,,,,1.969,1.5619999999999998,-0.125,,,0.469,2.75,3.469,,2.844,2.094,,-2.125,-0.469,0.281,,3.188,-0.094,0.43799999999999994,,,,,,,0.594,-0.469,,,,,,,,,,,,-0.469,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,2412,,,,,,,4.125,1.6880000000000002,,,,,4.125,,-0.21899999999999997,-4.375,4.656000000000001,-3.719,4.25,,2.094,-3.156,0.031,-4.343999999999999,-5.0,-1.781,,4.968999999999999,4.156000000000001,0.594,,3.812,-4.75,1.875,3.594,0.9690000000000001,-0.156,-0.188,-2.438,1.9380000000000002,-2.125,3.469,,-3.25,0.25,3.156,5.0,2.938,9.375,-3.719,,,2.781,0.7190000000000001,2.031,5.188,1.75,-5.281000000000001,1.75,0.594,,6.093999999999999,3.906,-4.688,4.281000000000001,3.562,-4.218999999999999,4.468999999999999,-5.0,-0.188,-6.656000000000001,2.469,,3.688,4.812,4.0,4.688,4.625,4.281000000000001,,5.718999999999999,4.125,0.9690000000000001,7.031000000000001,7.188,-3.844,4.468999999999999,2.188,5.718999999999999,3.25,2.5,3.656,2.125,-1.844,-4.062,3.75,-4.125,2.812,4.406000000000001,
2413,2413,,,,,,,0.688,0.938,,,,,1.25,,0.8440000000000001,-0.9059999999999999,0.406,0.312,1.375,,-0.094,1.6880000000000002,3.062,1.344,2.625,0.312,,3.531,2.344,2.5,,3.656,2.344,1.719,7.093999999999999,2.125,3.188,3.406,4.0,6.75,-0.625,1.844,,-0.125,5.188,6.968999999999999,5.562,-9.281,7.156000000000001,7.75,,,8.594,6.312,7.593999999999999,0.938,-0.625,-0.43799999999999994,0.531,9.812000000000001,,5.843999999999999,7.281000000000001,7.188,7.438,2.156,3.938,9.312000000000001,0.406,3.094,0.406,3.312,,0.156,8.25,7.75,6.968999999999999,5.812,1.906,,8.437999999999999,2.906,7.25,7.156000000000001,7.343999999999999,2.75,8.75,3.656,7.375,0.562,8.5,5.875,4.875,3.188,1.156,2.188,6.812,4.468999999999999,2.438,
2414,2414,,,,,,,4.5,-1.094,,,,,1.906,,2.438,2.906,5.843999999999999,-1.6880000000000002,3.938,,1.75,-1.4380000000000002,-2.5,-0.75,-0.125,-1.844,,2.406,-0.031,0.812,,3.469,1.375,-3.562,1.062,1.906,1.8119999999999998,1.344,3.0,2.531,-6.688,-3.219,,-1.625,3.531,8.437999999999999,0.21899999999999997,-2.906,4.562,3.844,,,5.812,1.781,-0.9690000000000001,3.75,5.0,2.406,5.75,6.718999999999999,,1.125,4.562,-2.25,1.781,-0.062,-4.031000000000001,9.344,1.469,3.406,-1.3119999999999998,2.219,,-3.344,-3.062,0.875,2.594,3.875,0.25,,2.0,3.781,-0.344,0.7809999999999999,1.219,5.188,1.219,0.875,2.219,4.718999999999999,1.219,1.0,2.375,2.188,2.188,0.531,4.656000000000001,-6.406000000000001,1.094,
2415,2415,,,,,,,-6.656000000000001,-0.688,,,,,5.25,,-5.718999999999999,-5.718999999999999,-0.938,6.531000000000001,-0.7809999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.875,-0.43799999999999994,,,6.812,6.5,
2417,2417,,,,,,,8.844,8.75,,,,,9.375,,7.968999999999999,8.625,9.812000000000001,9.781,9.719,,,,,,,,,9.719,,9.875,,,9.875,,,,9.594,9.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,2419,,,,,,,-6.938,-9.781,,,,,-9.156,,-0.9690000000000001,-9.344,-9.031,-9.031,-8.719,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,-9.531,,-9.531,-9.531,-9.562000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2420,2420,,,,,,,-6.5,-6.218999999999999,,,,,-5.906000000000001,,-5.968999999999999,-6.531000000000001,-5.406000000000001,-4.218999999999999,-3.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.625,,,-6.438,,,,,-2.344,,,,,,,,,,
2421,2421,,,,,,,-9.75,6.781000000000001,,,,,-3.469,,-9.656,4.656000000000001,8.0,-4.031000000000001,6.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,,,,,,,,,,,,5.531000000000001,,,,,,,,,,,,,,,,6.968999999999999,,,,,,,,,,,,,,,,,
2422,2422,,,,,,,-6.968999999999999,-6.656000000000001,,,,,1.781,,-3.625,-4.5,-1.8119999999999998,4.156000000000001,-3.281,,,,,,,,,,,,,,,,,,,,,,,1.4380000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.281,,,,,,,,,,,,-0.43799999999999994,,,,,,,,,,,
2423,2423,,,,,,,-4.031000000000001,-4.5,,,,,4.093999999999999,,-2.438,9.187999999999999,8.937999999999999,1.0,-6.156000000000001,,,,,-4.343999999999999,,-4.843999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2424,2424,,,,,,,-9.844,-9.969,,,,,-9.875,,-9.844,-9.781,8.75,1.3119999999999998,8.062000000000001,,7.031000000000001,-8.656,-8.594,-5.093999999999999,-6.343999999999999,0.625,,1.094,7.188,-9.656,,4.25,-9.625,-4.75,8.281,9.906,-8.687999999999999,-0.938,8.781,-7.0,7.968999999999999,0.594,,-9.437999999999999,0.5,7.281000000000001,2.844,-9.156,-6.625,-0.25,,,9.812000000000001,2.0,8.906,8.312000000000001,-8.875,-4.906000000000001,-9.594,1.75,,-7.406000000000001,-8.406,-9.562000000000001,-2.0,6.312,-3.562,-2.438,9.312000000000001,4.156000000000001,-9.875,0.281,,-9.312000000000001,-5.093999999999999,6.25,6.062,-4.968999999999999,-4.375,,-6.812,-7.281000000000001,2.188,3.375,0.6559999999999999,0.25,8.812000000000001,-4.562,-5.562,-5.281000000000001,-2.25,1.875,7.718999999999999,2.562,3.375,6.531000000000001,1.25,-7.843999999999999,-9.375,
2426,2426,,,,,,,-5.468999999999999,-4.438,,,,,-4.468999999999999,,-2.5,-8.812000000000001,6.25,1.875,3.25,,,,,,,,,,,,,,,0.094,,,-4.593999999999999,,,,4.531000000000001,,,-9.437999999999999,,-7.156000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2429,2429,,,,,,,3.531,1.875,,,,,-1.031,,-0.5,-3.094,-3.312,-4.218999999999999,-4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.594,,,,,,,,-2.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2431,2431,,,,,,,0.9690000000000001,2.406,,,,,4.688,,-3.906,-2.125,4.812,2.781,9.437999999999999,,7.125,-6.531000000000001,-3.781,-8.281,1.969,7.281000000000001,,7.781000000000001,7.406000000000001,-2.062,,8.969,-8.062000000000001,-4.375,-4.125,-7.156000000000001,3.938,7.812,6.968999999999999,4.562,7.406000000000001,5.156000000000001,,5.75,-5.812,-2.688,5.281000000000001,5.438,9.281,8.969,,,2.938,8.812000000000001,-9.562000000000001,8.031,-7.343999999999999,-5.0,-4.343999999999999,-9.687999999999999,,2.625,9.594,-1.656,7.406000000000001,9.156,-3.875,6.343999999999999,9.062000000000001,5.75,8.5,7.75,,3.156,-9.312000000000001,-2.812,9.375,8.469,2.969,,9.0,-5.093999999999999,9.156,5.5,2.125,-5.375,6.625,1.188,8.469,5.281000000000001,9.937999999999999,1.656,4.343999999999999,6.438,4.562,0.43799999999999994,8.5,1.6880000000000002,3.031,
2432,2432,,,,,,,-3.312,4.0,,,,,-1.969,,-1.0,-7.062,3.188,6.812,3.344,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.531,6.688,,,,8.844,0.7190000000000001,,3.094,4.875,5.531000000000001,5.343999999999999,4.531000000000001,,4.093999999999999,4.968999999999999,-0.21899999999999997,,,,9.656,,,7.031000000000001,5.0,,-0.8440000000000001,-1.3119999999999998,,4.75,,-0.8440000000000001,,3.25,,,,0.062,6.968999999999999,,0.43799999999999994,,6.562,,,,,,,,-0.562,,
2433,2433,,,,,,,-7.188,-7.125,,,,,-7.125,,-6.5,-6.531000000000001,-3.25,2.062,5.093999999999999,,-1.9380000000000002,,-6.562,-1.594,,2.562,,4.0,,1.031,,,0.9690000000000001,0.0,2.156,2.656,,2.688,2.594,1.6880000000000002,4.75,2.969,,0.375,,-0.25,3.656,,4.625,,,,2.844,2.094,,,,,,,,,,,,,,,4.843999999999999,,,,,,,,,2.719,,,,,,,,,,,,,,,,,9.406,5.593999999999999,,4.093999999999999,,
2434,2434,,,,,,,-9.812000000000001,2.0,,,,,-5.781000000000001,,-4.093999999999999,-2.469,2.438,-2.656,1.5,,,,,,,,,,-0.7809999999999999,,,,,,,1.4380000000000002,,,,,,2.438,,,,,,,,0.375,,,,,-3.062,4.625,-8.781,-6.468999999999999,-2.906,-4.718999999999999,,1.469,-7.062,3.375,,1.625,-2.75,1.062,,4.406000000000001,-3.938,4.781000000000001,,-2.875,-1.3119999999999998,0.8440000000000001,-3.469,-3.156,0.43799999999999994,,,0.531,,-1.531,-2.938,,,-3.844,6.188,-5.843999999999999,,-1.5619999999999998,,-3.75,,0.469,,,,
2435,2435,,,,,,,-9.875,6.718999999999999,,,,,-9.875,,-9.656,-9.844,3.156,-4.406000000000001,3.656,,9.875,-9.281,7.593999999999999,-7.5,9.094,3.719,,7.5,-8.75,-6.75,,8.375,0.0,-7.468999999999999,5.125,7.906000000000001,-9.75,-5.968999999999999,9.0,6.688,-8.469,8.219,,-8.469,4.562,8.906,5.812,3.281,0.562,0.43799999999999994,,,9.844,-8.094,1.906,8.0,8.719,4.156000000000001,9.375,-2.156,,8.969,9.281,9.594,6.906000000000001,-7.75,9.937999999999999,9.156,-9.437999999999999,9.094,-5.468999999999999,9.531,,-5.875,9.906,-3.375,5.438,-3.062,-9.219,,7.656000000000001,7.781000000000001,9.687999999999999,-8.156,-8.969,-3.5,9.094,7.812,9.844,-8.625,9.812000000000001,9.781,8.344,5.843999999999999,3.062,9.906,9.812000000000001,9.625,9.812000000000001,
2438,2438,,,,,,,-5.156000000000001,1.8119999999999998,,,,,-4.875,,-5.593999999999999,6.562,7.468999999999999,7.343999999999999,-2.375,,-3.531,-2.25,-2.438,-1.0,0.562,-4.093999999999999,,9.562000000000001,7.562,2.062,,-4.25,-4.093999999999999,-4.812,-2.5,-3.531,-2.188,5.281000000000001,-4.062,-3.25,-3.438,-5.906000000000001,,-2.312,-1.5619999999999998,-3.906,9.031,4.062,9.0,-5.156000000000001,,,-6.75,9.562000000000001,8.437999999999999,-7.062,8.719,0.562,0.031,0.21899999999999997,,-4.062,-2.75,-3.656,9.781,8.719,-5.218999999999999,9.469,-6.688,-6.75,-7.531000000000001,2.625,,0.094,0.031,6.468999999999999,8.344,-5.875,2.25,,3.719,2.031,-0.531,-8.125,0.094,2.031,4.375,9.062000000000001,-2.219,9.531,1.3119999999999998,9.062000000000001,-7.781000000000001,9.562000000000001,2.688,-3.406,9.25,-7.875,-4.281000000000001,
